output_area,All households,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Rented: Council (Local authority),Rented: Other social rented,Rented: Private landlord or letting agency,Rented: Other,Living rent free
S00122767,71,4,21,0,37,3,5,0,1
S00122768,73,26,38,0,7,0,2,0,0
S00122769,48,17,18,0,7,0,5,1,0
S00122770,44,28,14,0,0,0,2,0,0
S00122771,47,16,23,0,3,1,1,2,1
S00122772,66,42,22,1,0,0,1,0,0
S00122773,51,19,20,0,7,0,4,0,1
S00122774,68,30,33,0,0,0,5,0,0
S00122775,52,32,16,0,2,0,0,0,2
S00122776,40,32,8,0,0,0,0,0,0
S00122777,36,24,11,0,0,0,1,0,0
S00122778,52,24,21,0,2,1,3,0,1
S00122779,57,28,18,0,1,0,8,1,1
S00122780,25,9,13,0,1,0,0,0,2
S00122781,55,19,18,0,7,0,10,0,1
S00122782,48,14,22,0,5,0,6,1,0
S00122783,61,12,28,0,16,0,4,1,0
S00122784,50,15,19,0,9,1,6,0,0
S00122785,52,11,24,0,14,0,2,1,0
S00122786,42,26,15,0,1,0,0,0,0
S00122787,25,14,10,0,0,0,1,0,0
S00122788,54,22,30,0,0,0,1,0,1
S00122789,32,8,15,0,3,0,5,1,0
S00122790,43,7,7,0,29,0,0,0,0
S00122791,44,5,11,0,21,0,5,2,0
S00122792,55,12,36,0,0,0,5,1,1
S00122793,46,21,17,0,1,1,5,1,0
S00122794,52,33,18,0,1,0,0,0,0
S00122795,30,3,7,0,19,0,1,0,0
S00122796,49,12,26,1,8,0,1,1,0
S00122797,56,29,22,0,1,0,1,1,2
S00122798,63,38,20,0,2,0,2,1,0
S00122799,41,27,8,0,1,0,2,0,3
S00122800,45,23,7,0,0,4,9,2,0
S00122801,50,20,14,0,3,4,8,0,1
S00122802,38,20,15,0,1,0,0,0,2
S00122803,43,20,23,0,0,0,0,0,0
S00122804,42,19,18,1,0,0,4,0,0
S00122805,42,4,2,0,4,25,4,2,1
S00122806,38,17,7,0,1,6,4,1,2
S00122807,38,23,8,1,0,2,3,1,0
S00122808,47,35,6,0,0,0,6,0,0
S00122809,44,34,9,0,0,0,1,0,0
S00122810,54,29,13,0,4,7,1,0,0
S00122811,26,18,8,0,0,0,0,0,0
S00122812,36,18,16,0,0,0,2,0,0
S00122813,64,11,9,0,15,1,24,3,1
S00122814,30,14,5,0,7,0,3,0,1
S00122815,73,36,24,0,1,0,12,0,0
S00122816,59,19,35,0,1,0,3,0,1
S00122817,38,21,15,0,1,0,1,0,0
S00122818,36,17,7,0,0,6,4,0,2
S00122819,44,23,17,0,0,0,4,0,0
S00122820,51,30,15,0,0,1,3,0,2
S00122821,43,26,8,0,1,1,3,1,3
S00122822,49,16,17,0,2,12,1,0,1
S00122823,33,17,8,0,0,0,6,2,0
S00122824,57,12,42,2,0,0,1,0,0
S00122825,61,30,20,0,0,0,6,1,4
S00122826,27,14,6,0,0,5,0,1,1
S00122827,34,25,5,0,0,1,3,0,0
S00122828,43,19,12,0,0,8,2,0,2
S00122829,33,23,4,0,0,1,3,0,2
S00122830,71,33,34,0,1,1,0,2,0
S00122831,56,16,21,0,15,2,1,0,1
S00122832,47,11,15,0,13,1,7,0,0
S00122833,38,14,17,0,1,0,4,1,1
S00122834,30,10,16,0,2,0,1,0,1
S00122835,53,9,23,0,17,2,2,0,0
S00122836,36,4,17,0,10,1,4,0,0
S00122837,25,8,13,0,0,1,2,1,0
S00122838,40,16,19,0,0,0,5,0,0
S00122839,57,14,17,1,22,0,2,1,0
S00122840,34,6,15,0,11,0,1,1,0
S00122841,73,25,48,0,0,0,0,0,0
S00122842,33,14,19,0,0,0,0,0,0
S00122843,38,11,5,0,18,0,4,0,0
S00122844,24,1,10,0,1,11,1,0,0
S00122845,29,15,12,0,1,0,1,0,0
S00122846,39,8,30,0,0,0,1,0,0
S00122847,85,5,72,0,2,1,4,0,1
S00122848,53,32,15,0,0,0,5,0,1
S00122849,35,8,15,0,3,0,7,0,2
S00122850,68,7,57,0,0,1,2,0,1
S00122851,47,8,6,0,8,17,8,0,0
S00122852,41,9,2,0,29,0,1,0,0
S00122853,59,9,21,0,13,0,13,3,0
S00122854,52,10,7,0,26,1,8,0,0
S00122855,29,8,9,0,9,1,2,0,0
S00122856,37,13,22,0,1,0,1,0,0
S00122857,41,21,12,0,7,1,0,0,0
S00122858,68,9,20,1,1,8,28,1,0
S00122859,63,7,12,1,5,26,12,0,0
S00122860,45,21,21,0,1,0,0,0,2
S00122861,43,22,16,0,0,1,3,1,0
S00122862,38,11,18,0,0,0,6,3,0
S00122863,31,17,8,0,3,0,2,0,1
S00122864,37,6,13,0,16,0,2,0,0
S00122865,39,12,16,0,9,0,1,1,0
S00122866,49,6,10,0,31,0,1,1,0
S00122867,27,5,6,0,14,0,2,0,0
S00122868,27,6,5,0,14,0,2,0,0
S00122869,27,8,4,0,14,0,1,0,0
S00122870,43,6,6,0,21,5,3,1,1
S00122871,52,4,8,0,23,0,16,1,0
S00122872,61,34,14,0,0,1,5,2,5
S00122873,54,2,25,7,5,14,1,0,0
S00122874,26,10,12,0,0,2,1,1,0
S00122875,40,24,14,0,1,0,0,0,1
S00122876,29,13,13,0,2,0,1,0,0
S00122877,30,12,14,0,1,0,3,0,0
S00122878,41,14,23,1,0,0,3,0,0
S00122879,29,6,9,0,3,9,2,0,0
S00122880,38,31,5,1,0,0,1,0,0
S00122881,56,23,21,0,1,0,8,0,3
S00122882,52,15,9,0,27,0,1,0,0
S00122883,62,24,15,0,1,1,16,1,4
S00122884,47,15,8,0,22,1,0,0,1
S00122885,30,18,10,0,1,0,1,0,0
S00122886,65,35,21,0,1,0,4,3,1
S00122887,60,30,24,1,0,0,3,1,1
S00122888,54,32,18,1,1,0,1,0,1
S00122889,69,35,24,0,2,2,6,0,0
S00122890,24,10,8,0,0,0,5,0,1
S00122891,72,24,26,0,16,1,5,0,0
S00122892,43,9,16,0,4,6,7,1,0
S00122893,42,4,9,0,26,0,3,0,0
S00122894,43,18,16,0,1,0,6,1,1
S00122895,32,16,9,0,1,0,4,2,0
S00122896,58,34,18,0,0,0,4,1,1
S00122897,60,13,24,0,13,3,6,1,0
S00122898,30,4,13,0,9,0,4,0,0
S00122899,31,6,7,0,14,0,4,0,0
S00122900,64,11,20,0,26,0,6,0,1
S00122901,36,12,16,0,0,1,4,3,0
S00122902,57,20,27,0,2,0,6,0,2
S00122903,21,5,14,0,2,0,0,0,0
S00122904,62,12,41,0,0,1,8,0,0
S00122905,50,12,12,0,3,19,3,1,0
S00122906,30,7,13,0,1,7,2,0,0
S00122907,32,6,12,0,7,3,4,0,0
S00122908,63,7,19,0,32,1,3,0,1
S00122909,76,54,20,0,0,0,1,0,1
S00122910,33,8,14,0,1,2,8,0,0
S00122911,35,9,19,0,1,0,4,2,0
S00122912,73,24,44,0,1,0,4,0,0
S00122913,61,34,23,0,2,1,1,0,0
S00122914,54,24,23,0,0,0,5,2,0
S00122915,49,6,43,0,0,0,0,0,0
S00122916,54,4,49,0,1,0,0,0,0
S00122917,56,11,43,0,1,0,1,0,0
S00122918,70,29,40,0,0,0,0,0,1
S00122919,42,5,32,0,2,0,2,1,0
S00122920,45,7,36,0,1,1,0,0,0
S00122921,60,1,1,0,4,54,0,0,0
S00122922,65,6,46,1,3,0,7,1,1
S00122923,39,21,12,0,0,0,2,1,3
S00122924,60,25,8,0,3,11,5,2,6
S00122925,29,19,5,0,0,0,2,2,1
S00122926,24,14,9,0,0,0,1,0,0
S00122927,49,34,9,0,1,2,2,0,1
S00122928,48,9,7,0,5,26,1,0,0
S00122929,38,13,7,0,2,11,3,1,1
S00122930,70,36,15,0,0,1,13,1,4
S00122931,26,4,22,0,0,0,0,0,0
S00122932,76,16,52,0,3,1,4,0,0
S00122933,28,6,21,0,0,0,1,0,0
S00122934,64,15,47,0,1,1,0,0,0
S00122935,67,12,53,0,0,0,2,0,0
S00122936,38,13,13,0,5,2,2,1,2
S00122937,49,11,25,0,9,1,1,0,2
S00122938,33,5,9,0,12,3,4,0,0
S00122939,45,3,25,0,5,2,8,2,0
S00122940,55,4,5,0,18,27,1,0,0
S00122941,34,3,6,0,21,2,2,0,0
S00122942,81,11,16,0,45,4,5,0,0
S00122943,73,8,54,0,6,3,2,0,0
S00122944,46,3,39,0,0,0,3,1,0
S00122945,57,6,44,0,1,2,4,0,0
S00122946,58,10,28,4,1,10,5,0,0
S00122947,29,2,0,0,4,22,1,0,0
S00122948,52,5,11,0,11,23,2,0,0
S00122949,68,2,2,0,8,56,0,0,0
S00122950,59,4,6,0,7,42,0,0,0
S00122951,65,16,23,2,12,3,7,2,0
S00122952,84,14,31,1,2,0,35,1,0
S00122953,66,6,9,0,9,25,16,1,0
S00122954,70,14,29,0,23,0,4,0,0
S00122955,47,28,14,0,2,0,3,0,0
S00122956,57,24,25,0,0,0,5,2,1
S00122957,41,3,14,0,10,3,11,0,0
S00122958,55,13,6,0,25,1,8,2,0
S00122959,47,8,12,1,2,11,11,1,1
S00122960,35,6,6,0,4,17,2,0,0
S00122961,45,2,4,1,12,1,24,0,1
S00122962,65,8,17,0,31,2,7,0,0
S00122963,40,20,15,0,2,2,1,0,0
S00122964,37,8,12,0,2,12,3,0,0
S00122965,76,16,15,0,10,1,34,0,0
S00122966,30,3,11,0,9,1,6,0,0
S00122967,65,11,12,0,37,2,3,0,0
S00122968,36,6,9,0,19,0,2,0,0
S00122969,56,16,17,0,18,0,5,0,0
S00122970,44,1,11,4,7,20,1,0,0
S00122971,42,15,19,0,7,0,1,0,0
S00122972,57,21,35,0,0,0,0,0,1
S00122973,64,20,37,0,1,1,3,2,0
S00122974,36,7,15,0,1,10,1,0,2
S00122975,52,2,16,0,20,9,2,1,2
S00122976,43,14,28,0,1,0,0,0,0
S00122977,55,21,33,0,0,0,1,0,0
S00122978,54,12,32,0,1,1,6,1,1
S00122979,51,19,28,0,0,2,1,0,1
S00122980,53,33,15,0,0,0,5,0,0
S00122981,52,9,8,0,3,29,2,0,1
S00122982,42,19,16,0,0,0,4,1,2
S00122983,59,14,19,0,0,2,21,1,2
S00122984,48,11,29,0,1,0,6,1,0
S00122985,41,20,13,0,2,0,4,2,0
S00122986,41,9,13,0,0,1,16,1,1
S00122987,66,4,3,0,13,37,8,0,1
S00122988,61,6,6,0,5,31,10,3,0
S00122989,46,19,9,0,3,2,10,0,3
S00122990,44,4,14,0,6,2,14,2,2
S00122991,53,4,3,2,8,33,3,0,0
S00122992,49,1,11,0,5,23,9,0,0
S00122993,39,13,10,0,3,8,5,0,0
S00122994,44,20,19,0,0,0,4,1,0
S00122995,47,25,17,0,0,1,3,1,0
S00122996,74,38,31,2,1,0,2,0,0
S00122997,50,26,19,0,2,1,0,2,0
S00122998,69,15,17,0,7,27,2,1,0
S00122999,26,11,8,0,6,1,0,0,0
S00123000,39,25,11,0,1,0,2,0,0
S00123001,60,44,14,0,1,0,0,0,1
S00123002,46,8,34,0,2,0,2,0,0
S00123003,52,10,35,0,2,1,3,1,0
S00123004,71,12,51,0,2,0,4,2,0
S00123005,61,13,32,0,13,0,2,1,0
S00123006,45,6,11,0,24,0,3,1,0
S00123007,31,2,8,0,18,0,2,1,0
S00123008,36,2,10,0,20,0,3,0,1
S00123009,55,3,20,0,23,7,2,0,0
S00123010,107,23,31,0,19,16,16,0,2
S00123011,75,13,18,0,35,1,7,1,0
S00123012,28,7,5,0,14,0,2,0,0
S00123013,77,33,41,0,1,1,0,1,0
S00123014,42,17,20,0,1,0,4,0,0
S00123015,68,17,11,0,33,0,5,1,1
S00123016,39,0,17,1,15,1,5,0,0
S00123017,62,7,11,0,40,0,4,0,0
S00123018,51,11,17,0,22,0,1,0,0
S00123019,34,2,5,0,25,1,1,0,0
S00123020,58,10,25,0,1,19,3,0,0
S00123021,29,14,6,0,0,7,2,0,0
S00123022,57,15,25,0,2,12,3,0,0
S00123023,27,10,14,0,0,3,0,0,0
S00123024,54,10,37,0,0,0,5,2,0
S00123025,29,5,21,0,0,1,2,0,0
S00123026,69,4,6,0,51,2,4,1,1
S00123027,61,36,19,0,0,0,6,0,0
S00123028,78,42,30,0,0,0,5,0,1
S00123029,63,19,18,0,20,1,5,0,0
S00123030,69,19,32,0,2,2,12,1,1
S00123031,66,13,7,0,35,1,6,2,2
S00123032,29,4,10,0,13,0,2,0,0
S00123033,56,5,10,0,16,24,0,0,1
S00123034,49,2,7,0,34,0,4,1,1
S00123035,56,16,32,0,3,0,3,2,0
S00123036,46,17,28,0,0,0,1,0,0
S00123037,46,26,18,0,1,0,1,0,0
S00123038,50,14,26,0,0,1,8,1,0
S00123039,40,12,24,0,0,1,3,0,0
S00123040,58,36,18,0,1,1,0,0,2
S00123041,72,12,6,0,49,2,3,0,0
S00123042,65,18,36,0,0,0,9,1,1
S00123043,43,2,6,0,12,22,1,0,0
S00123044,81,29,49,0,1,0,2,0,0
S00123045,53,13,34,0,4,0,1,0,1
S00123046,44,10,12,0,17,2,2,0,1
S00123047,43,5,10,0,23,0,4,1,0
S00123048,43,9,13,0,20,0,1,0,0
S00123049,50,16,17,0,14,1,1,0,1
S00123050,35,8,4,0,21,0,1,0,1
S00123051,57,46,6,1,1,0,3,0,0
S00123052,74,49,10,0,1,0,12,1,1
S00123053,57,28,23,0,1,0,5,0,0
S00123054,38,13,15,0,0,0,8,2,0
S00123055,62,15,5,0,25,0,16,0,1
S00123056,58,19,15,0,6,0,13,4,1
S00123057,60,11,8,6,1,21,10,2,1
S00123058,55,24,27,0,0,0,3,0,1
S00123059,44,31,12,0,0,1,0,0,0
S00123060,42,19,15,0,0,0,6,1,1
S00123061,66,42,21,0,0,1,2,0,0
S00123062,57,26,11,0,3,5,11,1,0
S00123063,52,7,6,0,37,0,1,0,1
S00123064,22,11,11,0,0,0,0,0,0
S00123065,58,25,24,0,1,1,5,1,1
S00123066,35,25,8,0,0,0,1,1,0
S00123067,46,25,9,1,1,0,10,0,0
S00123068,78,52,12,0,0,1,8,1,4
S00123069,50,7,24,0,14,3,1,0,1
S00123070,55,8,26,0,13,6,2,0,0
S00123071,43,9,11,0,16,3,4,0,0
S00123072,39,5,2,0,30,0,2,0,0
S00123073,73,27,18,0,13,3,9,1,2
S00123074,37,12,4,0,2,1,4,14,0
S00123075,65,3,33,0,3,0,24,2,0
S00123076,69,30,37,0,0,0,2,0,0
S00123077,71,5,3,0,46,17,0,0,0
S00123078,47,13,30,0,0,0,2,0,2
S00123079,49,8,32,0,5,1,2,1,0
S00123080,68,2,3,0,2,61,0,0,0
S00123081,25,12,13,0,0,0,0,0,0
S00123082,42,7,33,0,1,0,1,0,0
S00123083,64,10,51,0,0,1,2,0,0
S00123084,50,0,8,14,1,24,3,0,0
S00123085,59,10,24,0,15,7,2,1,0
S00123086,64,8,14,0,31,6,3,1,1
S00123087,59,7,48,0,2,1,1,0,0
S00123088,39,6,30,0,1,0,2,0,0
S00123089,58,14,39,0,2,0,3,0,0
S00123090,61,12,48,0,0,0,0,0,1
S00123091,62,10,46,1,2,0,2,0,1
S00123092,50,16,30,0,2,0,2,0,0
S00123093,70,15,31,0,4,16,4,0,0
S00123094,65,5,27,0,1,27,3,0,2
S00123095,56,7,44,0,1,0,2,2,0
S00123096,72,8,62,0,1,0,1,0,0
S00123097,61,11,42,0,1,0,6,0,1
S00123098,55,9,37,0,2,3,4,0,0
S00123099,53,16,35,0,1,0,1,0,0
S00123100,24,10,13,0,0,0,0,0,1
S00123101,42,6,33,0,0,1,2,0,0
S00123102,47,5,39,0,0,0,1,2,0
S00123103,61,8,46,0,2,0,4,1,0
S00123104,56,12,41,0,1,0,1,0,1
S00123105,23,7,7,0,8,0,0,1,0
S00123106,68,7,11,0,40,2,7,0,1
S00123107,42,9,9,0,17,0,7,0,0
S00123108,38,13,10,0,13,0,2,0,0
S00123109,47,22,23,0,1,0,1,0,0
S00123110,48,26,19,0,2,0,1,0,0
S00123111,45,23,20,0,2,0,0,0,0
S00123112,67,27,39,0,0,0,0,1,0
S00123113,66,32,33,0,0,0,0,1,0
S00123114,54,25,26,0,2,0,1,0,0
S00123115,24,7,16,0,1,0,0,0,0
S00123116,34,13,19,0,0,0,0,2,0
S00123117,71,15,36,0,1,0,12,5,2
S00123118,62,30,28,0,1,1,0,1,1
S00123119,75,39,25,0,7,1,3,0,0
S00123120,44,11,13,0,12,0,8,0,0
S00123121,49,10,18,0,18,1,1,1,0
S00123122,60,14,22,0,20,0,2,1,1
S00123123,45,14,14,0,14,0,3,0,0
S00123124,57,13,36,0,2,0,4,0,2
S00123125,63,13,50,0,0,0,0,0,0
S00123126,42,15,15,0,10,0,2,0,0
S00123127,65,2,58,0,2,2,1,0,0
S00123128,65,8,45,0,0,1,7,2,2
S00123129,61,9,17,0,31,1,3,0,0
S00123130,71,25,26,0,1,0,19,0,0
S00123131,59,20,23,0,0,13,2,0,1
S00123132,77,9,45,0,2,6,14,0,1
S00123133,47,24,18,0,1,0,4,0,0
S00123134,45,22,19,0,0,1,3,0,0
S00123135,41,16,22,0,0,1,1,1,0
S00123136,47,19,24,0,0,0,3,1,0
S00123137,48,23,23,0,1,0,1,0,0
S00123138,43,8,19,1,10,0,4,1,0
S00123139,69,26,31,0,1,10,0,1,0
S00123140,41,14,18,1,4,0,3,0,1
S00123141,57,30,26,0,1,0,0,0,0
S00123142,45,22,23,0,0,0,0,0,0
S00123143,61,42,15,0,2,0,2,0,0
S00123144,42,22,18,0,0,1,1,0,0
S00123145,47,11,30,0,1,1,2,1,1
S00123146,73,26,25,0,12,0,6,1,3
S00123147,60,33,14,0,2,4,5,0,2
S00123148,60,25,24,0,8,0,3,0,0
S00123149,56,11,10,0,1,33,1,0,0
S00123150,49,9,11,0,16,0,11,0,2
S00123151,54,12,18,0,22,1,1,0,0
S00123152,59,24,17,0,14,0,2,0,2
S00123153,54,11,23,0,15,1,4,0,0
S00123154,43,18,16,0,7,0,2,0,0
S00123155,71,32,33,0,0,1,4,0,1
S00123156,42,16,15,0,1,4,3,0,3
S00123157,46,9,21,0,8,1,3,3,1
S00123158,46,7,22,0,12,3,2,0,0
S00123159,52,10,9,0,31,1,1,0,0
S00123160,42,8,15,0,15,0,4,0,0
S00123161,42,4,14,0,20,0,4,0,0
S00123162,47,5,16,0,23,0,1,2,0
S00123163,49,5,26,0,16,0,2,0,0
S00123164,52,5,15,0,27,0,2,0,3
S00123165,62,31,28,0,1,0,2,0,0
S00123166,36,12,23,0,0,0,1,0,0
S00123167,50,7,41,0,0,0,2,0,0
S00123168,45,8,23,0,8,0,3,2,1
S00123169,57,5,41,0,1,2,6,2,0
S00123170,39,4,25,0,1,0,7,1,1
S00123171,35,13,14,0,4,1,3,0,0
S00123172,77,32,38,0,3,0,3,1,0
S00123173,54,12,12,0,28,1,0,0,1
S00123174,49,8,32,0,0,0,7,1,1
S00123175,48,12,11,0,19,1,1,4,0
S00123176,53,1,14,0,32,1,5,0,0
S00123177,42,5,9,0,22,0,6,0,0
S00123178,50,10,20,0,12,0,4,4,0
S00123179,60,20,23,0,16,0,0,1,0
S00123180,42,26,14,0,1,1,0,0,0
S00123181,49,30,17,0,1,0,1,0,0
S00123182,59,23,32,0,1,0,2,0,1
S00123183,74,30,39,0,1,0,3,0,1
S00123184,58,23,28,0,2,1,4,0,0
S00123185,44,14,27,0,0,0,2,1,0
S00123186,37,8,25,0,1,1,1,1,0
S00123187,71,27,39,0,3,1,1,0,0
S00123188,43,14,25,0,2,0,2,0,0
S00123189,23,9,12,0,2,0,0,0,0
S00123190,48,21,17,0,7,1,1,0,1
S00123191,45,15,18,0,12,0,0,0,0
S00123192,46,13,18,0,11,0,4,0,0
S00123193,61,10,18,0,29,0,4,0,0
S00123194,51,2,10,0,39,0,0,0,0
S00123195,44,7,6,0,26,2,3,0,0
S00123196,41,5,8,0,23,0,5,0,0
S00123197,49,9,15,0,18,0,6,1,0
S00123198,52,12,10,0,28,2,0,0,0
S00123199,38,4,12,0,21,0,1,0,0
S00123200,51,7,11,0,26,1,5,0,1
S00123201,50,9,20,0,20,0,1,0,0
S00123202,47,7,12,0,28,0,0,0,0
S00123203,28,5,10,0,11,0,2,0,0
S00123204,53,1,11,0,38,2,1,0,0
S00123205,77,15,18,0,9,29,3,0,3
S00123206,66,17,26,0,18,0,3,0,2
S00123207,62,18,25,0,13,1,2,2,1
S00123208,66,22,25,0,16,1,0,1,1
S00123209,72,21,28,0,17,1,3,2,0
S00123210,69,45,22,0,1,0,1,0,0
S00123211,31,3,13,0,10,0,5,0,0
S00123212,34,18,15,0,0,0,1,0,0
S00123213,74,39,28,0,3,0,2,2,0
S00123214,55,5,45,0,3,0,2,0,0
S00123215,47,16,21,0,4,0,5,0,1
S00123216,35,3,30,0,1,0,1,0,0
S00123217,51,5,41,0,2,0,3,0,0
S00123218,45,3,39,0,1,0,1,1,0
S00123219,27,2,22,0,2,1,0,0,0
S00123220,56,4,43,0,1,0,6,2,0
S00123221,40,6,32,0,2,0,0,0,0
S00123222,46,20,20,0,2,0,3,1,0
S00123223,38,13,23,0,2,0,0,0,0
S00123224,53,18,24,0,1,1,9,0,0
S00123225,39,15,20,0,1,1,2,0,0
S00123226,37,4,30,0,0,0,3,0,0
S00123227,75,15,59,0,0,0,1,0,0
S00123228,75,6,61,0,1,0,7,0,0
S00123229,40,7,31,0,1,0,1,0,0
S00123230,70,11,57,0,0,0,0,0,2
S00123231,35,16,13,0,0,1,4,1,0
S00123232,31,6,17,0,1,7,0,0,0
S00123233,46,16,26,0,1,0,1,0,2
S00123234,64,21,31,0,0,2,8,1,1
S00123235,65,6,49,0,6,1,3,0,0
S00123236,63,13,30,0,8,0,8,3,1
S00123237,38,1,34,0,0,0,3,0,0
S00123238,47,6,37,0,1,0,3,0,0
S00123239,50,9,21,0,15,1,4,0,0
S00123240,36,17,19,0,0,0,0,0,0
S00123241,52,6,46,0,0,0,0,0,0
S00123242,76,10,63,0,2,0,1,0,0
S00123243,44,18,24,0,1,1,0,0,0
S00123244,49,27,19,0,1,1,0,0,1
S00123245,31,14,11,2,0,1,2,0,1
S00123246,29,3,26,0,0,0,0,0,0
S00123247,37,13,8,1,9,5,0,0,1
S00123248,42,13,20,0,9,0,0,0,0
S00123249,49,10,23,0,13,0,2,1,0
S00123250,51,11,17,0,21,0,1,1,0
S00123251,42,10,16,0,9,5,0,2,0
S00123252,49,2,34,0,1,0,12,0,0
S00123253,71,16,47,0,3,1,2,1,1
S00123254,44,12,27,0,2,0,1,1,1
S00123255,21,4,12,0,1,0,2,1,1
S00123256,64,9,51,0,1,1,2,0,0
S00123257,45,7,24,0,4,0,9,1,0
S00123258,53,7,44,0,1,0,1,0,0
S00123259,53,10,36,0,5,0,1,1,0
S00123260,50,6,9,0,34,1,0,0,0
S00123261,55,13,18,0,20,0,2,1,1
S00123262,48,5,6,0,35,1,1,0,0
S00123263,29,3,7,0,19,0,0,0,0
S00123264,35,4,8,0,20,0,1,1,1
S00123265,64,12,49,0,3,0,0,0,0
S00123266,22,3,19,0,0,0,0,0,0
S00123267,57,9,46,0,0,1,1,0,0
S00123268,64,6,58,0,0,0,0,0,0
S00123269,24,2,21,0,1,0,0,0,0
S00123270,72,20,24,0,25,0,0,2,1
S00123271,65,17,29,0,17,0,2,0,0
S00123272,57,12,21,0,18,2,1,2,1
S00123273,54,7,24,0,10,6,6,1,0
S00123274,48,28,14,0,1,0,4,1,0
S00123275,33,17,12,0,0,0,4,0,0
S00123276,39,7,29,0,1,1,1,0,0
S00123277,73,23,49,0,0,0,1,0,0
S00123278,22,8,6,0,1,0,6,1,0
S00123279,25,9,10,0,3,0,3,0,0
S00123280,40,15,17,0,5,0,0,0,3
S00123281,40,12,14,1,11,1,0,1,0
S00123282,51,25,17,0,6,0,2,0,1
S00123283,74,6,62,0,2,0,3,1,0
S00123284,50,4,41,0,0,2,2,1,0
S00123285,67,5,60,0,0,0,2,0,0
S00123286,47,8,34,0,0,1,4,0,0
S00123287,66,21,41,0,1,0,2,1,0
S00123288,49,4,45,0,0,0,0,0,0
S00123289,81,5,59,1,1,1,10,4,0
S00123290,74,8,27,0,36,0,3,0,0
S00123291,57,4,45,0,2,0,5,0,1
S00123292,34,10,23,0,0,0,1,0,0
S00123293,58,3,50,0,2,0,3,0,0
S00123294,54,5,39,0,2,0,7,1,0
S00123295,64,10,49,0,3,0,2,0,0
S00123296,49,2,40,0,2,0,5,0,0
S00123297,58,9,41,0,1,0,6,0,1
S00123298,45,16,28,0,0,0,1,0,0
S00123299,40,16,17,0,3,0,3,0,1
S00123300,31,7,21,0,3,0,0,0,0
S00123301,61,3,53,0,1,0,3,1,0
S00123302,56,3,47,0,3,0,3,0,0
S00123303,32,3,28,0,1,0,0,0,0
S00123304,44,7,12,0,24,0,1,0,0
S00123305,42,13,19,0,7,0,3,0,0
S00123306,66,0,54,0,2,1,9,0,0
S00123307,29,16,11,0,0,0,1,1,0
S00123308,41,13,20,0,6,0,2,0,0
S00123309,48,20,21,0,4,0,0,0,3
S00123310,39,4,25,0,7,0,2,1,0
S00123311,46,2,41,0,1,1,0,1,0
S00123312,52,28,19,0,2,0,1,0,2
S00123313,33,5,6,0,21,1,0,0,0
S00123314,63,4,52,0,2,0,4,0,1
S00123315,46,3,28,0,1,3,10,1,0
S00123316,71,18,24,0,24,0,5,0,0
S00123317,71,34,23,0,5,1,4,2,2
S00123318,45,0,2,0,4,36,2,0,1
S00123319,44,22,19,0,1,1,1,0,0
S00123320,39,21,14,0,2,0,2,0,0
S00123321,45,12,27,0,2,0,2,1,1
S00123322,41,15,22,0,0,0,1,1,2
S00123323,42,14,23,1,3,0,1,0,0
S00123324,26,14,10,0,1,0,1,0,0
S00123325,69,8,10,0,21,28,1,1,0
S00123326,61,1,2,0,54,4,0,0,0
S00123327,61,2,3,2,53,1,0,0,0
S00123328,56,1,3,1,48,2,1,0,0
S00123329,31,0,1,0,27,3,0,0,0
S00123330,68,0,3,0,64,1,0,0,0
S00123331,66,1,0,0,65,0,0,0,0
S00123332,66,9,15,0,30,0,7,1,4
S00123333,63,11,15,0,33,1,3,0,0
S00123334,54,21,18,1,11,0,2,0,1
S00123335,76,30,26,0,16,2,2,0,0
S00123336,53,20,11,0,20,0,1,0,1
S00123337,58,22,23,0,10,0,1,0,2
S00123338,51,13,16,0,17,0,4,0,1
S00123339,77,40,30,0,4,2,1,0,0
S00123340,48,4,2,1,3,38,0,0,0
S00123341,57,5,17,2,3,29,1,0,0
S00123342,46,2,3,0,32,0,8,1,0
S00123343,35,3,14,0,2,0,16,0,0
S00123344,73,8,52,0,3,1,8,0,1
S00123345,39,4,1,0,33,1,0,0,0
S00123346,41,6,6,0,29,0,0,0,0
S00123347,39,12,17,0,1,1,5,3,0
S00123348,50,5,14,0,24,0,6,1,0
S00123349,48,2,11,0,29,0,6,0,0
S00123350,48,21,20,0,6,0,0,0,1
S00123351,51,16,17,0,13,2,2,0,1
S00123352,33,14,16,0,1,0,2,0,0
S00123353,44,8,21,0,14,0,1,0,0
S00123354,76,17,15,0,39,0,4,1,0
S00123355,52,6,9,0,30,3,4,0,0
S00123356,37,4,10,0,7,16,0,0,0
S00123357,42,21,18,0,2,0,1,0,0
S00123358,66,32,27,0,3,0,3,1,0
S00123359,59,12,11,0,29,3,4,0,0
S00123360,61,25,20,0,8,2,6,0,0
S00123361,53,12,19,0,20,0,2,0,0
S00123362,44,9,20,0,13,0,1,1,0
S00123363,44,5,16,0,23,0,0,0,0
S00123364,47,7,16,0,18,2,3,1,0
S00123365,35,4,13,0,18,0,0,0,0
S00123366,57,6,17,0,7,24,3,0,0
S00123367,59,18,16,0,20,1,2,1,1
S00123368,29,5,19,0,0,0,4,0,1
S00123369,73,11,23,0,14,20,5,0,0
S00123370,77,10,24,0,34,2,6,0,1
